"scope","wave","module","feature","item_id","route_or_target","canonical_area","status","severity","owner","due_date","evidence","notes","decision"
"frontend_screen","B","pantry","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\pantry\entries\new\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\pantry\entries\new\page.tsx","list","PASSA","","","","frontend lint/build 2026-03-27 ok; list/detail/side/relations canonizados na Onda B","Onda B fechada com contratos canônicos, correção de textos, relations sem duplicação e side operacional por módulo.",""
"frontend_screen","B","pantry","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\pantry\entries\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\pantry\entries\page.tsx","list","PASSA","","","","frontend lint/build 2026-03-27 ok; list/detail/side/relations canonizados na Onda B","Onda B fechada com contratos canônicos, correção de textos, relations sem duplicação e side operacional por módulo.",""
"frontend_screen","B","pantry","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\pantry\exits\[id]\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\pantry\exits\[id]\page.tsx","list","PASSA","","","","frontend lint/build 2026-03-27 ok; list/detail/side/relations canonizados na Onda B","Onda B fechada com contratos canônicos, correção de textos, relations sem duplicação e side operacional por módulo.",""
"frontend_screen","B","pantry","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\pantry\exits\new\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\pantry\exits\new\page.tsx","list","PASSA","","","","frontend lint/build 2026-03-27 ok; list/detail/side/relations canonizados na Onda B","Onda B fechada com contratos canônicos, correção de textos, relations sem duplicação e side operacional por módulo.",""
"frontend_screen","B","pantry","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\pantry\exits\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\pantry\exits\page.tsx","list","PASSA","","","","frontend lint/build 2026-03-27 ok; list/detail/side/relations canonizados na Onda B","Onda B fechada com contratos canônicos, correção de textos, relations sem duplicação e side operacional por módulo.",""
"frontend_screen","B","pantry","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\pantry\history\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\pantry\history\page.tsx","list","PASSA","","","","frontend lint/build 2026-03-27 ok; list/detail/side/relations canonizados na Onda B","Onda B fechada com contratos canônicos, correção de textos, relations sem duplicação e side operacional por módulo.",""
"frontend_screen","B","pantry","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\pantry\items\[id]\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\pantry\items\[id]\page.tsx","list","PASSA","","","","frontend lint/build 2026-03-27 ok; list/detail/side/relations canonizados na Onda B","Onda B fechada com contratos canônicos, correção de textos, relations sem duplicação e side operacional por módulo.",""
"frontend_screen","B","pantry","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\pantry\items\new\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\pantry\items\new\page.tsx","list","PASSA","","","","frontend lint/build 2026-03-27 ok; list/detail/side/relations canonizados na Onda B","Onda B fechada com contratos canônicos, correção de textos, relations sem duplicação e side operacional por módulo.",""
"frontend_screen","B","pantry","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\pantry\items\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\pantry\items\page.tsx","list","PASSA","","","","frontend lint/build 2026-03-27 ok; list/detail/side/relations canonizados na Onda B","Onda B fechada com contratos canônicos, correção de textos, relations sem duplicação e side operacional por módulo.",""
"frontend_screen","B","pantry","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\pantry\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\pantry\page.tsx","list","PASSA","","","","frontend lint/build 2026-03-27 ok; list/detail/side/relations canonizados na Onda B","Onda B fechada com contratos canônicos, correção de textos, relations sem duplicação e side operacional por módulo.",""
"frontend_screen","B","pantry","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\pantry\stock\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\pantry\stock\page.tsx","list","PASSA","","","","frontend lint/build 2026-03-27 ok; list/detail/side/relations canonizados na Onda B","Onda B fechada com contratos canônicos, correção de textos, relations sem duplicação e side operacional por módulo.",""
"frontend_screen","B","people-segments","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\people-segments\[id]\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\people-segments\[id]\page.tsx","list","PASSA","","","","frontend lint/build 2026-03-27 ok; list/detail/side/relations canonizados na Onda B","Onda B fechada com contratos canônicos, correção de textos, relations sem duplicação e side operacional por módulo.",""
"frontend_screen","B","people-segments","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\people-segments\new\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\people-segments\new\page.tsx","list","PASSA","","","","frontend lint/build 2026-03-27 ok; list/detail/side/relations canonizados na Onda B","Onda B fechada com contratos canônicos, correção de textos, relations sem duplicação e side operacional por módulo.",""
"frontend_screen","B","people-segments","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\people-segments\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\people-segments\page.tsx","list","PASSA","","","","frontend lint/build 2026-03-27 ok; list/detail/side/relations canonizados na Onda B","Onda B fechada com contratos canônicos, correção de textos, relations sem duplicação e side operacional por módulo.",""
"frontend_screen","B","programs","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\programs\[id]\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\programs\[id]\page.tsx","list","PASSA","","","","frontend lint/build 2026-03-27 ok; list/detail/side/relations canonizados na Onda B","Onda B fechada com contratos canônicos, correção de textos, relations sem duplicação e side operacional por módulo.",""
"frontend_screen","B","programs","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\programs\new\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\programs\new\page.tsx","list","PASSA","","","","frontend lint/build 2026-03-27 ok; list/detail/side/relations canonizados na Onda B","Onda B fechada com contratos canônicos, correção de textos, relations sem duplicação e side operacional por módulo.",""
"frontend_screen","B","programs","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\programs\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\programs\page.tsx","list","PASSA","","","","frontend lint/build 2026-03-27 ok; list/detail/side/relations canonizados na Onda B","Onda B fechada com contratos canônicos, correção de textos, relations sem duplicação e side operacional por módulo.",""
"frontend_screen","C","actions","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\actions\[id]\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\actions\[id]\page.tsx","list","PASSA","","","","actions contracts/create/detail/list revisados; lint frontend direcionado 2026-03-27 ok","Frontend de actions alinhado ao canônico: acentuação corrigida, helpers e subtítulos removidos, side/relation padronizados.",""
"frontend_screen","C","actions","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\actions\new\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\actions\new\page.tsx","list","PASSA","","","","actions contracts/create/detail/list revisados; lint frontend direcionado 2026-03-27 ok","Frontend de actions alinhado ao canônico: acentuação corrigida, helpers e subtítulos removidos, side/relation padronizados.",""
"frontend_screen","C","actions","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\actions\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\actions\page.tsx","list","PASSA","","","","actions contracts/create/detail/list revisados; lint frontend direcionado 2026-03-27 ok","Frontend de actions alinhado ao canônico: acentuação corrigida, helpers e subtítulos removidos, side/relation padronizados.",""
"frontend_screen","C","actions","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\projects\[id]\actions\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\projects\[id]\actions\page.tsx","list","PASSA","","","","frontend/src/modules/projects/features/detail/ui/project-actions-manage-route-client-page.tsx -> redirect para /projects/[id]; frontend build 2026-03-27 ok","Rota legada de acoes do projeto foi isolada e redirecionada para o detail canônico do projeto.",""
"frontend_screen","C","people","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\benefits\[benefitId]\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\benefits\[benefitId]\page.tsx","list","PASSA","","","","lint frontend direcionado 2026-03-27 ok; people detail e relation shells revisados","Rotas de people alinhadas ao shell canônico, sem textos explicativos no detail e com side operacional.",""
"frontend_screen","C","people","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\benefits\new\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\benefits\new\page.tsx","list","PASSA","","","","lint frontend direcionado 2026-03-27 ok; people detail e relation shells revisados","Rotas de people alinhadas ao shell canônico, sem textos explicativos no detail e com side operacional.",""
"frontend_screen","C","people","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\detentions\[detentionId]\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\detentions\[detentionId]\page.tsx","list","PASSA","","","","lint frontend direcionado 2026-03-27 ok; detention detail shell revisado","Rotas de people alinhadas ao shell canônico, sem textos explicativos no detail e com side operacional.",""
"frontend_screen","C","people","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\detentions\new\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\detentions\new\page.tsx","list","PASSA","","","","lint frontend direcionado 2026-03-27 ok; detention detail shell revisado","Rotas de people alinhadas ao shell canônico, sem textos explicativos no detail e com side operacional.",""
"frontend_screen","C","people","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\edit\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\edit\page.tsx","list","PASSA","","","","redirect com withTenantPath('/people/[id]') verificado em 2026-03-27","Rota legada mantida apenas como compatibilidade e redireciona para o detail canônico.",""
"frontend_screen","C","people","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\education\[educationId]\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\education\[educationId]\page.tsx","list","PASSA","","","","lint frontend direcionado 2026-03-27 ok; people detail e relation shells revisados","Rotas de people alinhadas ao shell canônico, sem textos explicativos no detail e com side operacional.",""
"frontend_screen","C","people","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\education\new\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\education\new\page.tsx","list","PASSA","","","","lint frontend direcionado 2026-03-27 ok; people detail e relation shells revisados","Rotas de people alinhadas ao shell canônico, sem textos explicativos no detail e com side operacional.",""
"frontend_screen","C","people","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\family-relations\[relationId]\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\family-relations\[relationId]\page.tsx","list","PASSA","","","","lint frontend direcionado 2026-03-27 ok; people detail e relation shells revisados","Rotas de people alinhadas ao shell canônico, sem textos explicativos no detail e com side operacional.",""
"frontend_screen","C","people","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\family-relations\new\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\family-relations\new\page.tsx","list","PASSA","","","","lint frontend direcionado 2026-03-27 ok; people detail e relation shells revisados","Rotas de people alinhadas ao shell canônico, sem textos explicativos no detail e com side operacional.",""
"frontend_screen","C","people","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\financial\[entryId]\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\financial\[entryId]\page.tsx","list","PASSA","","","","lint frontend direcionado 2026-03-27 ok; people detail e relation shells revisados","Rotas de people alinhadas ao shell canônico, sem textos explicativos no detail e com side operacional.",""
"frontend_screen","C","people","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\financial\expenses\[expenseId]\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\financial\expenses\[expenseId]\page.tsx","list","PASSA","","","","lint frontend direcionado 2026-03-27 ok; people detail e relation shells revisados","Rotas de people alinhadas ao shell canônico, sem textos explicativos no detail e com side operacional.",""
"frontend_screen","C","people","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\financial\expenses\new\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\financial\expenses\new\page.tsx","list","PASSA","","","","lint frontend direcionado 2026-03-27 ok; people detail e relation shells revisados","Rotas de people alinhadas ao shell canônico, sem textos explicativos no detail e com side operacional.",""
"frontend_screen","C","people","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\financial\incomes\[incomeId]\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\financial\incomes\[incomeId]\page.tsx","list","PASSA","","","","lint frontend direcionado 2026-03-27 ok; people detail e relation shells revisados","Rotas de people alinhadas ao shell canônico, sem textos explicativos no detail e com side operacional.",""
"frontend_screen","C","people","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\financial\incomes\new\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\financial\incomes\new\page.tsx","list","PASSA","","","","lint frontend direcionado 2026-03-27 ok; people detail e relation shells revisados","Rotas de people alinhadas ao shell canônico, sem textos explicativos no detail e com side operacional.",""
"frontend_screen","C","people","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\financial\new\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\financial\new\page.tsx","list","PASSA","","","","lint frontend direcionado 2026-03-27 ok; people detail e relation shells revisados","Rotas de people alinhadas ao shell canônico, sem textos explicativos no detail e com side operacional.",""
"frontend_screen","C","people","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\financial\transfers\[transferId]\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\financial\transfers\[transferId]\page.tsx","list","PASSA","","","","lint frontend direcionado 2026-03-27 ok; people detail e relation shells revisados","Rotas de people alinhadas ao shell canônico, sem textos explicativos no detail e com side operacional.",""
"frontend_screen","C","people","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\financial\transfers\new\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\financial\transfers\new\page.tsx","list","PASSA","","","","lint frontend direcionado 2026-03-27 ok; people detail e relation shells revisados","Rotas de people alinhadas ao shell canônico, sem textos explicativos no detail e com side operacional.",""
"frontend_screen","C","people","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\health-conditions\[conditionId]\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\health-conditions\[conditionId]\page.tsx","list","PASSA","","","","lint frontend direcionado 2026-03-27 ok; people detail e relation shells revisados","Rotas de people alinhadas ao shell canônico, sem textos explicativos no detail e com side operacional.",""
"frontend_screen","C","people","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\health-conditions\new\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\health-conditions\new\page.tsx","list","PASSA","","","","lint frontend direcionado 2026-03-27 ok; people detail e relation shells revisados","Rotas de people alinhadas ao shell canônico, sem textos explicativos no detail e com side operacional.",""
"frontend_screen","C","people","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\medications\[medicationId]\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\medications\[medicationId]\page.tsx","list","PASSA","","","","lint frontend direcionado 2026-03-27 ok; people detail e relation shells revisados","Rotas de people alinhadas ao shell canônico, sem textos explicativos no detail e com side operacional.",""
"frontend_screen","C","people","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\medications\new\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\medications\new\page.tsx","list","PASSA","","","","lint frontend direcionado 2026-03-27 ok; people detail e relation shells revisados","Rotas de people alinhadas ao shell canônico, sem textos explicativos no detail e com side operacional.",""
"frontend_screen","C","people","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\page.tsx","list","PASSA","","","","lint frontend direcionado 2026-03-27 ok; people detail e relation shells revisados","Rotas de people alinhadas ao shell canônico, sem textos explicativos no detail e com side operacional.",""
"frontend_screen","C","people","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\tree\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\[id]\tree\page.tsx","list","NA","","","","frontend/src/modules/people/features/tree/ui/people-tree-client-page.tsx; visualizacao auxiliar limpa na Onda C","Rota analitica auxiliar fora do contrato record canonico; mantida funcional e sem texto explicativo.","pos_1_0"
"frontend_screen","C","people","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\new\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\new\page.tsx","list","PASSA","","","","lint frontend direcionado 2026-03-27 ok; people detail e relation shells revisados","Rotas de people alinhadas ao shell canônico, sem textos explicativos no detail e com side operacional.",""
"frontend_screen","C","people","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\people\page.tsx","list","PASSA","","","","lint frontend direcionado 2026-03-27 ok; people detail e relation shells revisados","Rotas de people alinhadas ao shell canônico, sem textos explicativos no detail e com side operacional.",""
"frontend_screen","C","people-groups","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\people-groups\[id]\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\people-groups\[id]\page.tsx","list","NA","","","","frontend/src/app/[tenant]/(modules)/people-groups/* é a casca canônica do frontend people-segments","Rota auditada na Onda B sob ownership do módulo people-segments; people-groups permanece como domínio/API e schema da Onda C.",""
"frontend_screen","C","people-groups","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\people-groups\new\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\people-groups\new\page.tsx","list","NA","","","","frontend/src/app/[tenant]/(modules)/people-groups/* é a casca canônica do frontend people-segments","Rota auditada na Onda B sob ownership do módulo people-segments; people-groups permanece como domínio/API e schema da Onda C.",""
"frontend_screen","C","people-groups","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\people-groups\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\people-groups\page.tsx","list","NA","","","","frontend/src/app/[tenant]/(modules)/people-groups/* é a casca canônica do frontend people-segments","Rota auditada na Onda B sob ownership do módulo people-segments; people-groups permanece como domínio/API e schema da Onda C.",""
"frontend_screen","C","projects","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\project-cycle\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\project-cycle\page.tsx","list","PASSA","","","","frontend/src/app/[tenant]/(modules)/project-cycle/page.tsx removido; frontend build 2026-03-27 ok","Rota legada removida do frontend.","remover_1_0"
"frontend_screen","C","projects","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\projects\[id]\cycles\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\projects\[id]\cycles\page.tsx","list","PASSA","","","","frontend/src/app/[tenant]/(modules)/projects/[id]/cycles/page.tsx removido; frontend build 2026-03-27 ok","Rota legada removida do frontend.","remover_1_0"
"frontend_screen","C","projects","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\projects\[id]\enrollments\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\projects\[id]\enrollments\page.tsx","list","PASSA","","","","projects detail usa dialog canonicamente dentro do shell; rota /projects/[id]/enrollments redireciona para /projects/[id]; frontend lint/build 2026-03-27 ok","Manage custom foi removido do fluxo ativo; o vinculo agora abre no proprio detail canonico do projeto.",""
"frontend_screen","C","projects","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\projects\[id]\groups\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\projects\[id]\groups\page.tsx","list","PASSA","","","","projects.groups.manage exporta ProjectGroupsDetailEngineClientPage","Rota de manage reaproveita o shell canônico de grupos do projeto.",""
"frontend_screen","C","projects","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\projects\[id]\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\projects\[id]\page.tsx","list","PASSA","","","","lint frontend direcionado 2026-03-27 ok; projects list/detail revisados","List/detail de projects com header sem duplicidade, labels canônicas e side enxuto.",""
"frontend_screen","C","projects","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\projects\groups\[id]\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\projects\groups\[id]\page.tsx","detail","PASSA","","","","frontend/src/app/[tenant]/(modules)/projects/groups/* com ScreenHost project-groups.*","Nova rota canonica do modulo projects para grupos de participantes.",""
"frontend_screen","C","projects","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\projects\groups\new\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\projects\groups\new\page.tsx","detail","PASSA","","","","frontend/src/app/[tenant]/(modules)/projects/groups/* com ScreenHost project-groups.*","Nova rota canonica do modulo projects para grupos de participantes.",""
"frontend_screen","C","projects","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\projects\groups\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\projects\groups\page.tsx","detail","PASSA","","","","frontend/src/app/[tenant]/(modules)/projects/groups/* com ScreenHost project-groups.*","Nova rota canonica do modulo projects para grupos de participantes.",""
"frontend_screen","C","projects","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\projects\new\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\projects\new\page.tsx","list","PASSA","","","","lint frontend direcionado 2026-03-27 ok; projects list/detail revisados","List/detail de projects com header sem duplicidade, labels canônicas e side enxuto.",""
"frontend_screen","C","projects","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\projects\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\projects\page.tsx","list","PASSA","","","","lint frontend direcionado 2026-03-27 ok; projects list/detail revisados","List/detail de projects com header sem duplicidade, labels canônicas e side enxuto.",""
"frontend_screen","D","cycles","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\cycle\[id]\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\cycle\[id]\page.tsx","list","PASSA","","frontend_canonico","","frontend/src/app/[tenant]/(modules)/cycle/[id]/page.tsx removido; frontend build 2026-03-27 ok","Rota detail legada removida do frontend.","remover_1_0"
"frontend_screen","D","cycles","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\cycle\new\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\cycle\new\page.tsx","list","PASSA","","frontend_canonico","","frontend/src/app/[tenant]/(modules)/cycle/new/page.tsx removido; frontend build 2026-03-27 ok","Rota create legada removida do frontend.","remover_1_0"
"frontend_screen","D","cycles","route","FE:C:\server\system_development\frontend\src\app\[tenant]\(modules)\cycle\page.tsx","C:\server\system_development\frontend\src\app\[tenant]\(modules)\cycle\page.tsx","list","PASSA","","frontend_canonico","","frontend/src/app/[tenant]/(modules)/cycle/page.tsx removido; frontend build 2026-03-27 ok","Rota list legada removida do frontend.","remover_1_0"
"backend_module","D","project-structure","cycle_legacy_endpoints","BE:project-structure:cycle-legacy","backend/src/modules/project-structure","api","PASSA","","backend_contratos","","project-structure.controller sem endpoints de cycle; project-structure.service sem contratos ativos de cycle; backend build 2026-03-27 ok","Fluxo institucional ficou apenas com ProjectPeopleGroup e ProjectGroup.","remover_1_0"
"frontend_screen","D","cycles","frontend_exposure","FE:cycles:frontend-exposure","C:\server\system_development\frontend\src\web-client\data-provider\rest\cycles.ts; C:\server\system_development\frontend\src\web-client\data-provider\rest\provider.ts; C:\server\system_development\frontend\src\web-client\registry\actions\cycles.tsx; C:\server\system_development\frontend\src\modules\cycles; C:\server\system_development\frontend\src\modules\registry.ts","quality","PASSA","","frontend_canonico","","provider/registry/module cycles removidos; rg backend/frontend 2026-03-27 sem exposicao ativa de cycle","Frontend ativo ficou sem modulo cycles, search views ou data provider dedicados.","remover_1_0"
"frontend_screen","D","projects","project_cycles_residue","FE:projects:project-cycles-residue","C:\server\system_development\frontend\src\modules\projects\config\project-cycles-module-contract.tsx; C:\server\system_development\frontend\src\modules\projects\features\list\ui\project-cycles-list-module-client-page.tsx; C:\server\system_development\frontend\src\modules\projects\features\detail\ui\project-cycles-manage-route-client-page.tsx; C:\server\system_development\frontend\src\modules\projects\features\detail\ui\project-cycles-card.tsx; C:\server\system_development\frontend\src\modules\projects\features\detail\ui\project-cycle-detail-card.tsx; C:\server\system_development\frontend\src\modules\projects\features\detail\ui\project-cycle-participations-card.tsx","relations","PASSA","","frontend_canonico","","arquivos project-cycles removidos; rotas legadas /project-cycle e /projects/[id]/cycles mantidas apenas como redirect; frontend build 2026-03-27 ok","Projetos mantem apenas grupos do projeto e grupos de pessoas no fluxo ativo.","remover_1_0"
"frontend_screen","E","web-client","relation_operational_platform","FE:web-client:relation-operational-platform","C:\server\system_development\frontend\src\web-client\registry\types.ts; C:\server\system_development\frontend\src\web-client\detail\DetailLayoutSections.tsx; C:\server\system_development\frontend\src\web-client\views\ListView.tsx","relations","PASSA","alta","frontend_canonico","2026-03-29","DetailRelationConfig e DetailLayoutSections com relation operacional; lint/tsc/build frontend 2026-03-27 ok","Expandir o contrato relacional para filtros, selecao, acoes globais, acoes por linha e metricas compactas no proprio RelationSlot.",""
"frontend_screen","E","actions","participants_relation_operational","FE:actions:participants-relation-operational","C:\server\system_development\frontend\src\modules\projects\features\detail\ui\project-action-attendances-card.tsx; C:\server\system_development\frontend\src\modules\actions\config\actions-detail-layout-contract.tsx","relations","PASSA","critica","frontend_canonico","2026-03-29","actions-detail-layout-contract migrado para relation operacional; project-action-attendances-card em ListView; frontend build 2026-03-27 ok","Migrar participantes da acao para relation operacional canonica usando ListView no shell atual.",""
"frontend_screen","E","actions","quality_relation_operational","FE:actions:quality-relation-operational","C:\server\system_development\frontend\src\modules\actions\features\manage\ui\action-quality-card.tsx","relations","PASSA","alta","frontend_canonico","2026-03-29","aba Quality adicionada no shell canonico; action-quality-card removido do fluxo ativo; frontend build 2026-03-27 ok","Migrar qualidade/destaque/observacao para relation operacional canonica baseada em ListView.",""
"backend_module","E","actions","attendances_relation_contract","BE:actions:attendances-relation-operational","backend/src/modules/actions","api","PASSA","media","backend_contratos","2026-03-29","endpoints/dtos de attendance reutilizados no padrao operacional; backend build 2026-03-27 ok","Ajustar DTOs e respostas de attendance/quality para suportar o padrao canonico de relation operacional.",""
"frontend_screen","F","people","list_grid_legacy_residue","FE:people:list-grid_legacy","C:\server\system_development\frontend\src\modules\people\features\list\ui\people-list-client-page.tsx","list","PASSA","alta","frontend_canonico","2026-04-07","arquivo legado removido; people-list-module-client-page ativo; frontend lint/build 2026-04-07 ok; busca repo sem nomes dos componentes legados removidos","People ficou apenas com listagem canonica em RecordListHost/ListView no fluxo ativo.",""
